;Full_address;Latitude;Longitude;room_price
995; via Caio Sulpicio, 5, Don Bosco, Roma, Italy;418.546.689;12.567.527.400.000.000;400.0
996; piazza di sant'apollonia, 10, Trastevere, Roma, Italy;41.889.706.700.000.000;12.470.916.699.999.900;570.0
997; via laurentina, 133, Ardeatino, Roma, Italy;418.402.229;124.808.481;420.0
998; via di torre maura, 100, Torre Maura, Roma, Italy;41.865.237.799.999.900;12.586.898;350.0
999; via Francesco la Fata, 11, Cesano, Roma, Italy;420.744.143;123.380.776;350.0
1000; via pietro piffetti, 8, Tor Vergata-Giardinetti, Roma, Italy;418.604.633;126.058.811;360.0
1001; via di tor vergata, 1, Tor Vergata-Giardinetti, Roma, Italy;41.857.564;126.261.103;170.0
1002; via dello scalo san lorenzo, 71, Tiburtino-San Lorenzo, Roma, Italy;41.892.894.399.999.900;125.156.727;499.0
1003; via della stazione di cesano, 570, Cesano, Roma, Italy;420.848.404;123.449.162;450.0
1004; via Ginori, 15, Testaccio, Roma, Italy;418.788.611;124.760.259;450.0
1005; via degli Ausoni, 45, Tiburtino-San Lorenzo, Roma, Italy;418.993.106;125.160.914;450.0
1006; via dei Georgofili, 10, Ardeatino, Roma, Italy;418.514.573;124.943.952;300.0
1007; via Val d'Ossola, 86, Monte Sacro, Roma, Italy;419.351.863;125.287.435;450.0
1008; via di Selva Candida, 1, Casalotti-Selva Nera-Valle Santa, Roma, Italy;4.194.532;1.231.971;290.0
1009; via Fabio Rulliano, 19, Don Bosco, Roma, Italy;418.586.652;125.604.989;320.0
1010; viale Guglielmo Marconi, 10, Marconi, Roma, Italy;443.593.779;117.000.144;550.0
1011; via Felice Bisleri, 18, Tor Vergata-Giardinetti, Roma, Italy;41.861.286.299.999.900;12.624.664;320.0
1012; via Giovanni da Empoli, 10, Ostiense, Roma, Italy;41.873.389;124.792.214;550.0
1013; via Augusto Dulceri, 10, Pigneto, Roma, Italy;41.884.972.600.000.000;12.534.268.199.999.900;350.0
1014; via lucio manlio vulsone, 4, Quadraro, Roma, Italy;41.860.605.299.999.900;125.541.295;375.0
1015; via Biagio Petrocelli, 219, La Romanina, Roma, Italy;41.841.570.700.000.000;126.112.381;350.0
1016; via Mario Schifano, 8, Tor Cervara, Roma, Italy;419.168.797;125.944.739;300.0
1017; via Padova, 41, Bologna, Roma, Italy;44.412.256;111.668.005;450.0
1018; via delle Spighe, 20, Alessandrino, Roma, Italy;41.876.298.600.000.000;12.574.351.199.999.900;400.0
1019; via Messina, 31, Salario, Roma, Italy;41.911.053.499.999.900;125.026.515;500.0
1020; via Tuscolana, 869, Don Bosco, Roma, Italy;41.856.793.700.000.000;125.624.775;350.0
1021; via san giovanni bosco, 72, Don Bosco, Roma, Italy;418.596.164;125.632.691;380.0
1022; via Carlo Francesco Bellingeri, 8, Primavalle-Torrevecchia, Roma, Italy;41.936.701;124.211.156;350.0
1023; via Baldo degli Ubaldi, 90, Aurelio, Roma, Italy;418.986.054;12.432.775;500.0
1024; via Teodosio Macrobio, 33, Balduina, Roma, Italy;419.230.737;12.442.616.000.000.000;450.0
1025; viale Della stazione di Ostia Antica, 7, Ostia Antica, Roma, Italy;417.575.177;12.301.008.300.000.000;500.0
1026; via Leopoldo Nobili, 30, San Paolo, Roma, Italy;44.702.438.799.999.900;106.326.218;350.0
1027; via maso finiguerra, 60, La Romanina, Roma, Italy;41.840.225.200.000.000;126.062.336;320.0
1028; via Nomentana, 91, Salario, Roma, Italy;419.112.653;12.503.795.599.999.900;370.0
1029; viale Bruno Rizzieri, 199, Cinecittà Est, Roma, Italy;418.520.608;125.847.099;370.0
1030; viale Appio Claudio, 249, Appio Claudio, Roma, Italy;41.853.599.100.000.000;125.626.409;500.0
1031; viale Guglielmo Massaia, 25, Garbatella, Roma, Italy;418.625.675;124.931.263;450.0
1032; via delle Genziane, 5, Centocelle, Roma, Italy;41.880.345.399.999.900;12.565.612.699.999.900;290.0
1033; piazza Gandhi, 3, Eur, Roma, Italy;418.352.109;12.462.985;370.0
1034; via Alberto da Giussano, 17, Pigneto, Roma, Italy;41.889.435.799.999.900;125.347.177;400.0
1035; via Tuscolana, 982, Quadraro, Roma, Italy;418.613.245;12.553.730.300.000.000;300.0
1036; via di Torre Gaia, 48, Torre Gaia-Villa Verde, Roma, Italy;418.582.375;12.637.480.499.999.900;250.0
1037; via Alfredo Blasi, 125, Torre Angela, Roma, Italy;418.684.273;12.623.965.400.000.000;350.0
1038; via Prenestina, 307, Collatino, Roma, Italy;41.893.725.599.999.900;12.549.782.800.000.000;300.0
1039; via Giuseppe Trabacchi, 41, Tor Vergata-Giardinetti, Roma, Italy;418.561.875;12.602.558.199.999.900;310.0
1040; via Caio Sulpicio, 2, Don Bosco, Roma, Italy;41.854.748.799.999.900;125.677.299;400.0
1041; via Flavio Stilicone, 10, Don Bosco, Roma, Italy;418.616.008;125.557.976;400.0
1042; via Gaetano Marzotto, 20, Tor Vergata-Giardinetti, Roma, Italy;418.481.963;12.618.330.499.999.900;400.0
1043; via Cassia, 1170, La Giustiniana, Roma, Italy;419.799.919;124.163.966;500.0
1044; via Tiburtina, 602, Casal Bruciato, Roma, Italy;419.124.175;125.538.076;250.0
1045; via Augusto Casciani, 23, Torre Angela, Roma, Italy;41.865.712.200.000.000;126.320.754;350.0
1046; viale Battista Bardanzellu, 117, Colli Aniene, Roma, Italy;419.145.234;12.570.394.699.999.900;325.0
1047; via di Porta Cavalleggeri, 16, Aurelio, Roma, Italy;4.189.948.629.999.990;12.453.071.000.000.000;500.0
1048; via Treviri, 38, Quadraro, Roma, Italy;418.589.464;125.520.331;350.0
1049; via dei Caudini, 1, Tiburtino-San Lorenzo, Roma, Italy;418.999.604;125.091.034;300.0
1050; via Po, 35, Salario, Roma, Italy;419.169.556;124.985.276;390.0
1051; via Tuscolana, 651, Quadraro, Roma, Italy;418.626.139;125.520.331;390.0
1052; via dei Lincei, 28, Ardeatino, Roma, Italy;418.542.643;124.954.301;400.0
1053; via Caio Manilio, 29, Appio Claudio, Roma, Italy;418.571.025;125.592.906;400.0
1054; via Vitaliano Rotellini, 65, Spinaceto - Tor dè Cenci, Roma, Italy;41.773.074;124.394.746;320.0
1055; Lungotevere Flaminio, 66, Flaminio, Roma, Italy;41.926.792.799.999.900;124.612.543;570.0
1056; via Latisana, 58, Collatino, Roma, Italy;41.895.526.600.000.000;125.614.239;350.0
1057; via Prenestina, 1310, Colle Prenestino-Prato Fiorito-Colle del Sole, Roma, Italy;418.915.311;12.658.846.400.000.000;450.0
1058; viale Arcangelo Ghisleri, 3, Pigneto, Roma, Italy;41.885.954.299.999.900;12.530.271.800.000.000;350.0
1059; via Salaria, 73, Pinciano, Roma, Italy;419.130.276;124.975.382;670.0
1060; via Prenestina, 230, Pigneto, Roma, Italy;41.891.155;125.273.525;450.0
1061; viale dello Scalo San Lorenzo, 61, Tiburtino-San Lorenzo, Roma, Italy;41.910.718;125.093.908;600.0
1062; via Caio Sulpicio, 1, Don Bosco, Roma, Italy;41.854.613;125.676.427;390.0
1063; via Ignazio Guidi, 71, Ardeatino, Roma, Italy;41.864.110.499.999.900;125.004.321;400.0
1064; via giuseppe donati, 119, Casal Bruciato, Roma, Italy;419.073.836;12.550.180.099.999.900;380.0
1065; via del Fosso di Santa Maura, 146, Tor Vergata-Giardinetti, Roma, Italy;418.574.024;12.596.248.800.000.000;300.0
1066; via Nostra Signora di Lourdes, 126, Valle Aurelia, Roma, Italy;421.391;1.178.713;520.0
1067; largo Camesena, 16, Pietralata-Tiburtina, Roma, Italy;41.908.986;125.338.012;275.0
1068; via Ettore Giovenale, 30, Pigneto, Roma, Italy;41.889.291;12.531.702.000.000.000;450.0
1069; via Danilo Stiepovich, 242, Lido di Ostia, Roma, Italy;4.174.002.479.999.990;12.271.952.699.999.900;330.0
1070; viale Regina Margherita, 360, Tiburtino-San Lorenzo, Roma, Italy;4.192.157;1.310.009;280.0
1071; via Caio Rutilio, 8, Don Bosco, Roma, Italy;418.563.786;12.567.159.199.999.900;400.0
1072; via Laurentina, s.n.c, Giuliano Dalmata, Roma, Italy;418.246.042;12.479.268.800.000.000;370.0
1073; via Achille Capizzano, 12, Capannelle-Aeroporto Ciampino, Roma, Italy;4.179.916;1.260.722;350.0
1074; via Nazareno Strampelli, 236, Trigoria , Roma, Italy;417.237.265;124.794.431;370.0
1075; via Francesco Gentile, 127, Cinecittà Est, Roma, Italy;4.185.257.120.000.000;125.860.175;350.0
1076; via Gaspare Balbi, 24, Lido di Ostia, Roma, Italy;41.717.352.399.999.900;12.313.134;500.0
1077; via Virgilio Ramperti, 10, Casal Bruciato, Roma, Italy;419.083.743;125.520.719;340.0
1078; via dei Noci, 10, Centocelle, Roma, Italy;418.834.396;125.653.056;270.0
1079; via vincenzo tomassini, 51, Primavalle-Torrevecchia, Roma, Italy;419.296.478;12.412.256;400.0
1080; piazza Ungheria, 7, Parioli, Roma, Italy;4.192.254.260.000.000;12.492.446.800.000.000;600.0
1081; via dei Taurini, 23, Tiburtino-San Lorenzo, Roma, Italy;41.900.101.899.999.900;12.510.266.099.999.900;440.0
1082; via dei Gracchi, 278, Prati-Borgo, Roma, Italy;45.4;1.098.333;520.0
1083; via dei Savorelli, 10, Aurelio, Roma, Italy;41.896.049.100.000.000;12.439.102.499.999.900;395.0
1084; via Luigi Cesana, 10, Casal Bruciato, Roma, Italy;419.105.162;125.523.529;350.0
1085; via Gregorio VII, 58, Aurelio, Roma, Italy;418.947.333;12.429.691.199.999.900;700.0
1086; via l'Aquila, 23, Pigneto, Roma, Italy;4.189.046.629.999.990;12.524.857.699.999.900;250.0
1087; via Pisino, 97, Collatino, Roma, Italy;41.898.295.000.000.000;12.559.090.199.999.900;260.0
1088; via Cassia, 1360, La Giustiniana, Roma, Italy;419.850.643;12.406.887.199.999.900;320.0
1089; via Pasquale Villari, 25, Monti, Roma, Italy;41.889.780.200.000.000;125.013.485;630.0
1090; via Vestricio Spurinna, 147, Don Bosco, Roma, Italy;418.640.054;125.563.579;370.0
1091; via Edoardo Arbib, 15, Casal Bruciato, Roma, Italy;419.110.096;125.514.245;350.0
1092; via Beata Savina Petrilli, 87, Giuliano Dalmata, Roma, Italy;4.181.392.039.999.990;125.072.813;350.0
1093; via di Casal Bruciato, 10, Casal Bruciato, Roma, Italy;419.087.407;125.454.996;450.0
1094; via dei Faggi, 135, Centocelle, Roma, Italy;418.840.835;12.567.063.300.000.000;400.0
1095; via Aurelia, 325, Aurelio, Roma, Italy;4.189.723.789.999.990;124.355.022;570.0
1096; via delle Libellule, 44, Castel di Leva, Roma, Italy;417.763.668;124.868.509;340.0
1097; via Michele cappelli, 41, Tor Vergata-Giardinetti, Roma, Italy;418.589.011;126.176.186;300.0
1098; via della Tenuta del Casalotto, 10, Casal Morena, Roma, Italy;4.181.834.310.000.000;126.084.015;600.0
1099; viale Bruno Pelizzi, 67, Cinecittà Est, Roma, Italy;418.567.581;125.836.946;320.0
1100; via Tiburtina, 10, Tiburtino-San Lorenzo, Roma, Italy;418.970.323;125.119.406;675.0
1101; via Ugo Bignami, 10, Balduina, Roma, Italy;4.192.441.710.000.000;124.440.787;400.0
1102; via Guglielmo Albimonte, 7, Pigneto, Roma, Italy;41.891.143;12.533.017.800.000.000;360.0
1103; largo Preneste, 34, Pigneto, Roma, Italy;418.927.611;125.415.255;380.0
1104; via Coreglia Antelminelli, 10, Trullo-Magliana, Roma, Italy;4.183.464;12.421.669.999.999.900;300.0
1105; via del Torraccio, 10, Torre Gaia-Villa Verde, Roma, Italy;418.490.779;126.560.018;300.0
1106; via Bitonto, 10, Torre Angela, Roma, Italy;418.878.391;126.157.192;300.0
1107; via Francesco Somaini, 10, Tor Vergata-Giardinetti, Roma, Italy;41.844.572.799.999.900;12.632.471;450.0
1108; via Giovanni Paisiello, 26, Pinciano, Roma, Italy;419.157.343;124.941.258;800.0
1109; via Muzio Attendolo, 26, Pigneto, Roma, Italy;41.890.843.100.000.000;12.535.524;400.0
1110; via della Formica, 10, Tor Sapienza, Roma, Italy;418.961.364;125.867.725;450.0
1111; via Giambattista Bassani, 10, Infernetto-Castel Porziano, Roma, Italy;4.173.333;12.4;450.0
1112; via dei Taurini, 10, Tiburtino-San Lorenzo, Roma, Italy;41.899.381;12.510.885;400.0
1113; via Margaret Mead, 10, Giuliano Dalmata, Roma, Italy;418.144.153;12.508.625;430.0
1114; Alberto Fassini, 20, Tor Vergata-Giardinetti, Roma, Italy;418.610.328;126.228.971;200.0
1115; via Filippo Carcano, 13, Ardeatino, Roma, Italy;418.540.566;125.035.011;350.0
1116; via Benedetto Croce, 26, Ardeatino, Roma, Italy;4.184.143.710.000.000;124.840.372;450.0
1117; viale Regina Margherita, 158, Salario, Roma, Italy;419.128.473;12.506.622.300.000.000;550.0
1118; via Simone Mosca, 21, Primavalle-Torrevecchia, Roma, Italy;41.927.469;124.208.238;250.0
1119; vicolo del Cedro, 10, Trastevere, Roma, Italy;41.889.911;12.468.106.800.000.000;550.0
1120; via dell'Annunziatella, 10, Ardeatino, Roma, Italy;418.560.924;125.054.146;400.0
1121; via Genova, 10, Monti, Roma, Italy;418.996.304;124.917.373;700.0
1122; via Vestricio Spurinna, 10, Quadraro, Roma, Italy;41.865.117.299.999.900;125.532.162;470.0
1123; via di Dragoncello, 10, Dragona-Dragoncello, Roma, Italy;417.876.573;123.486.826;300.0
1124; via Alessandria, 10, Salario, Roma, Italy;419.105.957;12.500.534.599.999.900;550.0
1125; via della Stazione Ostiense, 10, Ostiense, Roma, Italy;418.731.591;124.830.041;550.0
1126; via Atteone, 10, Torre Angela, Roma, Italy;418.791.328;126.199.579;350.0
1127; via Crescenzio, 10, Prati-Borgo, Roma, Italy;419.055.688;124.659.426;700.0
1128; via Arianna, 10, Torre Angela, Roma, Italy;418.752.482;12.619.427.499.999.900;380.0
1129; via Lucio Mummio, 2, Don Bosco, Roma, Italy;41.862.413.000.000.000;12.563.839.100.000.000;450.0
1130; via Pian Due Torri, 10, Magliana Nuova-Pian Due Torri, Roma, Italy;45.519.009.999.999.900;1.162.469;649.0
1131; via Amico da Venafro, 10, Pigneto, Roma, Italy;41.891.217.299.999.900;12.533.651.800.000.000;600.0
1132; via del Grano, 83, Alessandrino, Roma, Italy;418.736.045;12.576.956;400.0
1133; via Franco Michelini Tocci, 68, Balduina, Roma, Italy;419.204.545;124.460.883;390.0
1134; via Giovanni Battista Bastianelli, 10, Torre Angela, Roma, Italy;418.658.407;126.350.055;450.0
1135; via Vincenzo Cesati, 10, Centocelle, Roma, Italy;418.935.277;125.635.466;400.0
1136; via Ostiense, 10, Ostiense, Roma, Italy;418.743.367;12.480.617.599.999.900;460.0
1137; via Aurelia, 427, Aurelio, Roma, Italy;418.864.379;123.871.112;400.0
1138; via Fratelli Poggini, 10, Tor Vergata-Giardinetti, Roma, Italy;418.591.167;126.042.964;450.0
1139; piazza San Giovanni Bosco, 10, Don Bosco, Roma, Italy;41.859.753.600.000.000;12.563.554.199.999.900;450.0
1140; via dei Caldora, 10, Corviale-Casetta Mattei, Roma, Italy;418.527.395;124.175.839;450.0
1141; via Fonte Buono, 10, Ardeatino, Roma, Italy;418.470.619;12.484.952;400.0
1142; via Ostiense, 60, Ostiense, Roma, Italy;41.871.092.700.000.000;124.796.814;500.0
1143; via Roberto Malatesta, 10, Pigneto, Roma, Italy;4.188.757.929.999.990;125.372.008;420.0
1144; via Ghisalba, 10, Labaro-Prima Porta, Roma, Italy;42.0;1.248.333;300.0
1145; via Sestio Menas, 10, Quadraro, Roma, Italy;41.867.276.000.000.000;125.499.749;300.0
1146; via Girolamo Cocconi, 9, Centocelle, Roma, Italy;418.944.888;12.563.341.900.000.000;300.0
1147; viale dei Caduti Nella Guerra di Liberazione, 10, Spinaceto - Tor dè Cenci, Roma, Italy;417.918.758;12.448.705.300.000.000;450.0
1148; corso Duca di Genova, 26, Lido di Ostia, Roma, Italy;41.733.155.100.000.000;12.274.308.099.999.900;390.0
1149; via dei Frassini, 10, Centocelle, Roma, Italy;41.882.585.299.999.900;125.681.834;270.0
1150; via paolo frisi, 15, Pinciano, Roma, Italy;419.277.941;12.483.591.699.999.900;700.0
1151; via Flavio Stilicone, 259, Don Bosco, Roma, Italy;418.609.856;125.572.513;370.0
1152; via Cina, 200, Eur Torrino - Tor di Valle, Roma, Italy;4.196.544;1.290.012;420.0
1153; via del Pigneto, 1, Pigneto, Roma, Italy;418.904.625;125.222.725;600.0
1154; via Ignazio Persico, 6, Garbatella, Roma, Italy;41.865.700.200.000.000;12.489.678.900.000.000;530.0
1155; viale del Vignola, 5, Flaminio, Roma, Italy;41.925.532.399.999.900;124.660.701;473.0
1156; via dei Laterensi, 10, Quadraro, Roma, Italy;41.861.064.500.000.000;125.519.217;650.0
1157; via Fratelli Ruspoli, 10, Parioli, Roma, Italy;419.231.491;124.973.757;550.0
1158; via Carlo Santarelli, 24, Tor Vergata-Giardinetti, Roma, Italy;41.862.745.700.000.000;126.073.839;220.0
1159; via Diano Marina, 30, Primavalle-Torrevecchia, Roma, Italy;419.282.469;124.206.417;350.0
1160; via Diego Angeli, 53, Casal Bruciato, Roma, Italy;419.074.896;125.512.584;480.0
1161; via Paolo II, 5, Aurelio, Roma, Italy;418.983.664;12.453.795;450.0
1162; via Benedetto Bompiani, 36, Ardeatino, Roma, Italy;418.585.587;125.035.201;400.0
1163; via Beniamino de Ritis, 21, Pietralata-Tiburtina, Roma, Italy;419.333;125.989;430.0
1164; via dell'Esquilino, 38, Termini - Castro Pretorio, Roma, Italy;4.190.688;12.503.810.000.000.000;800.0
1165; via Emilio Lepido, 14, Don Bosco, Roma, Italy;418.582.028;125.613.131;350.0
1166; via Giorgio Pitacco, 21, Collatino, Roma, Italy;418.946.734;125.474.919;250.0
1167; via Melpomene, 22, Torre Angela, Roma, Italy;418.737.604;12.615.146.699.999.900;350.0
1168; via Gibilmanna, 4, Garbatella, Roma, Italy;4.187.515;1.248.141;450.0
1169; via Cornelio Labeone, 92, Quadraro, Roma, Italy;418.601.604;12.553.533.900.000.000;280.0
1170; via Cipriano Facchinetti, 113, Casal Bruciato, Roma, Italy;419.077.342;125.476.518;250.0
1171; via Val Savio, 9, Monte Sacro, Roma, Italy;4.193.333;1.253.333;500.0
1172; via della fonte di fauno, 8, Aventino - San Saba, Roma, Italy;418.764;1.249.497;600.0
1173; piazza Giuliano della Rovere, 15, Lido di Ostia, Roma, Italy;417.294.501;12.280.691.599.999.900;400.0
1174; via Tuscolana, 1168, Appio Claudio, Roma, Italy;418.574.974;12.560.815.400.000.000;280.0
1175; via Oderisi da Gubbio, 157, Marconi, Roma, Italy;4.184.938;12.475.530.000.000.000;250.0
1176; via del labaro, 139, Labaro-Prima Porta, Roma, Italy;419.902.432;12.491.000.199.999.900;450.0
1177; via Cesare Massini, 94, Colli Aniene, Roma, Italy;41.909.391.299.999.900;12.571.257.800.000.000;380.0
1178; via Corinto, 55, San Paolo, Roma, Italy;4.188.333;1.248.333;460.0
1179; viale Palmiro Togliatti, 1458, Colli Aniene, Roma, Italy;419.205.017;125.666.151;250.0
1180; via Anacapri, 22, Collatino, Roma, Italy;4.190.483;1.258.836;400.0
1181; via Costantiniana, 77, Labaro-Prima Porta, Roma, Italy;4.199.004.420.000.000;12.488.997.099.999.900;370.0
1182; via Quintilio Varo, 33, Appio Claudio, Roma, Italy;41.852.120.899.999.900;12.567.519.099.999.900;375.0
1183; viale Jean Paul Sartre, 8, Tor Vergata-Giardinetti, Roma, Italy;41.837.267.600.000.000;126.304.019;400.0
1184; via monterone, 1, Piazza del Popolo - Piazza Navona - Quirinale, Roma, Italy;41.9;1.248.333;600.0
1185; via Gennaro Cassiani, 90, Colli Aniene, Roma, Italy;41.917.944.899.999.900;12.567.206;300.0
1186; via di Bravetta, 147, La Pisana, Roma, Italy;41.855.579.999.999.900;1.238.213;370.0
1187; via Pietro Borsieri, 26, Mazzini-Lungotevere, Roma, Italy;4.189.193;12.511.330.000.000.000;550.0
1188; via Pietro Bracci, 8, Tor Vergata-Giardinetti, Roma, Italy;418.563.718;126.010.941;300.0
1189; via Tiburtina, 915, Ponte Mammolo-San Basilio, Roma, Italy;4.193.977;1.258.415;500.0
